Date,Symbol,Series,Prev close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-03-17,WONDERLA,EQ,272.2,273.15,277.0,272.55,274.05,274.7,274.84,54138,1487937565000.0,1202,25457,0.47020000000000006
2015-03-18,WONDERLA,EQ,274.7,273.0,284.75,272.65,280.6,283.05,279.98,172432,4827832780000.0,2676,79095,0.4587
2015-03-19,WONDERLA,EQ,283.05,284.2,287.0,278.05,279.7,281.35,283.86,177551,5039876435000.0,3170,83469,0.47009999999999996
2015-03-20,WONDERLA,EQ,281.35,281.35,281.35,271.25,271.9,272.0,274.36,91415,2508088660000.0,2104,58303,0.6378
2015-03-23,WONDERLA,EQ,272.0,271.5,272.0,267.0,269.25,269.15,268.91,198328,5333311260000.0,2263,160272,0.8081
2015-03-24,WONDERLA,EQ,269.15,266.6,271.15,264.0,264.4,265.2,267.8,74719,2000983330000.0,2260,44796,0.5995
2015-03-25,WONDERLA,EQ,265.2,265.0,267.85,262.2,264.4,263.95,265.77,178310,4739022700000.0,1877,150349,0.8432
2015-03-26,WONDERLA,EQ,263.95,260.0,265.8,259.2,260.0,260.25,261.49,84579,2211686980000.0,2608,45675,0.54
2015-03-27,WONDERLA,EQ,260.25,260.6,264.1,252.0,262.0,260.55,258.47,156286,4039502440000.0,3790,108890,0.6967
2015-03-30,WONDERLA,EQ,260.55,263.3,266.3,262.2,265.6,264.65,264.8,59054,1563720430000.0,1225,33305,0.564
2015-03-31,WONDERLA,EQ,264.65,265.5,266.5,260.3,262.5,261.3,263.57,96066,2531967440000.0,3175,51430,0.5354
2015-04-01,WONDERLA,EQ,261.3,260.25,266.85,260.25,265.75,264.5,263.84,77467,2043915320000.0,2376,42772,0.5521
2015-04-06,WONDERLA,EQ,264.5,269.7,274.4,265.35,273.0,273.55,270.83,152416,4127818265000.0,4076,46565,0.3055
2015-04-07,WONDERLA,EQ,273.55,272.0,278.45,271.25,274.9,273.5,274.42,69215,1899422325000.0,1647,27618,0.399
2015-04-08,WONDERLA,EQ,273.5,274.0,281.0,274.0,279.0,277.75,277.19,87139,2415438635000.0,1903,30792,0.35340000000000005
2015-04-09,WONDERLA,EQ,277.75,278.0,284.65,277.0,284.0,282.25,281.31,153857,4328157625000.0,2607,82644,0.5371
2015-04-10,WONDERLA,EQ,282.25,277.35,285.35,277.35,282.05,282.4,282.44,67737,1913132900000.0,1492,29333,0.433
2015-04-13,WONDERLA,EQ,282.4,283.65,291.0,282.6,287.5,288.5,288.34,143546,4138955075000.0,2657,68403,0.4765
2015-04-15,WONDERLA,EQ,288.5,286.2,292.0,281.1,284.2,284.6,286.58,98250,2815688645000.0,1862,43723,0.445
2015-04-16,WONDERLA,EQ,284.6,284.5,284.85,276.4,278.0,278.25,279.71,56224,1572652650000.0,1282,29451,0.5238
2015-04-17,WONDERLA,EQ,278.25,278.0,282.7,272.0,273.95,274.6,276.85,84867,2349523660000.0,2008,41317,0.4868
2015-04-20,WONDERLA,EQ,274.6,272.5,276.15,266.15,271.85,270.4,270.98,76355,2069092555000.0,1803,38322,0.5019
2015-04-21,WONDERLA,EQ,270.4,270.1,276.0,266.0,274.35,274.35,274.1,112847,3093145975000.0,1426,80819,0.7162000000000001
2015-04-22,WONDERLA,EQ,274.35,272.0,277.65,272.0,276.5,276.1,274.74,42085,1156249920000.0,1030,20985,0.4986
2015-04-23,WONDERLA,EQ,276.1,275.65,277.0,271.05,274.5,274.65,274.58,39045,1072083740000.0,830,17976,0.4604
2015-04-24,WONDERLA,EQ,274.65,274.0,276.4,263.5,268.55,266.85,269.72,88503,2387083605000.0,1329,61577,0.6958
2015-04-27,WONDERLA,EQ,266.85,267.1,271.15,254.0,267.3,267.15,263.01,91927,2417751245000.0,2661,34567,0.376
2015-04-28,WONDERLA,EQ,267.15,265.25,276.0,259.7,274.4,274.35,271.65,120043,3260914370000.0,2783,57694,0.4806
2015-04-29,WONDERLA,EQ,274.35,275.9,283.0,275.0,279.4,281.15,280.1,105585,2957425395000.0,2124,40007,0.3789
2015-04-30,WONDERLA,EQ,281.15,280.0,280.1,262.2,266.85,266.6,269.89,138432,3736180450000.0,2784,85767,0.6196
2015-05-04,WONDERLA,EQ,266.6,270.0,273.8,270.0,272.0,272.0,272.07,40399,1099134640000.0,836,24839,0.6148
2015-05-05,WONDERLA,EQ,272.0,270.5,274.4,270.5,271.0,271.9,272.26,37263,1014538710000.0,940,18102,0.4858
2015-05-06,WONDERLA,EQ,271.9,270.0,273.75,265.0,265.65,266.25,267.82,56141,1503577455000.0,1275,32473,0.5784
2015-05-07,WONDERLA,EQ,266.25,264.2,265.0,260.15,260.5,261.1,262.6,47117,1237298105000.0,1109,27677,0.5874
2015-05-08,WONDERLA,EQ,261.1,266.0,267.0,262.2,262.65,263.75,264.76,51729,1369593090000.0,1074,29182,0.5640999999999999
2015-05-11,WONDERLA,EQ,263.75,265.3,269.0,263.5,268.0,266.85,266.96,50053,1336223150000.0,1867,30491,0.6092000000000001
2015-05-12,WONDERLA,EQ,266.85,265.5,267.6,261.0,263.45,262.2,264.01,51758,1366448055000.0,1712,32012,0.6185
2015-05-13,WONDERLA,EQ,262.2,265.0,267.0,259.55,261.3,261.1,262.47,58374,1532169360000.0,1200,32997,0.5653
2015-05-14,WONDERLA,EQ,261.1,262.6,262.6,260.0,260.6,260.5,261.05,34520,901160915000.0,856,20442,0.5922
2015-05-15,WONDERLA,EQ,260.5,261.3,271.95,261.3,269.0,270.55,268.6,165717,4451154095000.0,4545,56083,0.33840000000000003
2015-05-18,WONDERLA,EQ,270.55,271.0,278.0,271.0,273.6,274.35,274.98,95024,2613003955000.0,2189,40509,0.4263
2015-05-19,WONDERLA,EQ,274.35,275.75,280.0,274.95,279.0,279.05,277.55,86882,2411451485000.0,2255,47300,0.5444
2015-05-20,WONDERLA,EQ,279.05,280.8,283.0,273.0,275.05,274.65,278.25,63807,1775416550000.0,1344,33162,0.5197
2015-05-21,WONDERLA,EQ,274.65,272.55,279.0,263.6,267.3,266.55,268.83,270433,7270167984999.999,5680,46921,0.17350000000000002
2015-05-22,WONDERLA,EQ,266.55,267.5,272.75,266.0,267.65,267.6,268.7,65378,1756680980000.0,1532,31804,0.4865
2015-05-25,WONDERLA,EQ,267.6,269.8,269.8,262.3,263.0,263.5,265.13,45435,1204633530000.0,1333,28389,0.6248
2015-05-26,WONDERLA,EQ,263.5,264.9,265.7,260.5,263.45,262.7,262.65,49186,1291869230000.0,1327,20150,0.4097
2015-05-27,WONDERLA,EQ,262.7,260.4,262.8,260.0,260.75,260.9,261.06,55457,1447739820000.0,1318,25806,0.46530000000000005
2015-05-28,WONDERLA,EQ,260.9,260.75,263.0,260.75,262.9,262.2,261.94,32632,854754025000.0,886,15878,0.4866
2015-05-29,WONDERLA,EQ,262.2,261.05,268.0,261.0,267.6,267.55,265.77,66925,1778635710000.0002,1228,44138,0.6595000000000001
2015-06-01,WONDERLA,EQ,267.55,264.55,267.0,262.5,264.4,263.25,264.72,26057,689785875000.0,773,15974,0.613
2015-06-02,WONDERLA,EQ,263.25,264.6,264.7,260.0,261.15,261.65,262.39,43917,1152322490000.0,1291,29326,0.6678000000000001
2015-06-03,WONDERLA,EQ,261.65,261.55,263.05,252.0,254.2,256.0,256.02,71927,1841456310000.0002,2046,49042,0.6818000000000001
2015-06-04,WONDERLA,EQ,256.0,259.5,259.5,251.0,251.15,251.8,253.53,48730,1235428920000.0,1643,27970,0.574
2015-06-05,WONDERLA,EQ,251.8,251.0,256.2,250.0,250.2,250.4,252.02,61721,1555507220000.0,1797,32497,0.5265
2015-06-08,WONDERLA,EQ,250.4,252.3,252.3,245.0,245.35,245.15,247.78,69401,1719618430000.0,1550,46200,0.6657
2015-06-09,WONDERLA,EQ,245.15,245.4,251.0,241.5,248.75,248.65,245.79,83049,2041265105000.0,1667,49740,0.5989
2015-06-10,WONDERLA,EQ,248.65,249.5,257.0,242.0,252.0,252.2,253.39,74007,1875248080000.0,2395,33961,0.45890000000000003
2015-06-11,WONDERLA,EQ,252.2,253.95,257.0,250.0,251.0,250.65,253.23,43332,1097281594999.9999,1258,18898,0.4361
2015-06-12,WONDERLA,EQ,250.65,247.55,250.0,243.5,245.0,246.1,245.47,65680,1612274905000.0,1672,38866,0.5917
2015-06-15,WONDERLA,EQ,246.1,250.0,250.0,246.9,248.0,248.2,248.42,22892,568687490000.0,689,13748,0.6006
2015-06-16,WONDERLA,EQ,248.2,245.15,249.65,245.15,247.7,247.5,247.78,17626,436729409999.99994,581,7983,0.4529
2015-06-17,WONDERLA,EQ,247.5,248.75,251.0,247.0,247.1,247.9,249.0,48783,1214690705000.0,1858,17900,0.3669
2015-06-18,WONDERLA,EQ,247.9,248.0,256.65,248.0,255.0,255.45,254.01,66335,1684994170000.0,1231,39229,0.5914
2015-06-19,WONDERLA,EQ,255.45,254.65,259.0,250.0,250.45,251.15,253.95,49433,1255342685000.0,1322,18698,0.37820000000000004
2015-06-22,WONDERLA,EQ,251.15,251.2,256.95,250.7,256.95,255.55,254.11,34004,864059775000.0,901,21229,0.6243
2015-06-23,WONDERLA,EQ,255.55,257.7,260.55,255.0,255.4,255.85,257.18,57008,1466134445000.0,2185,24424,0.42840000000000006
2015-06-24,WONDERLA,EQ,255.85,256.05,259.0,253.1,253.1,255.0,256.99,42781,1099415575000.0,1474,14767,0.34520000000000006
2015-06-25,WONDERLA,EQ,255.0,252.2,255.0,250.1,252.15,252.45,252.89,20084,507908170000.0,638,9229,0.4595
2015-06-26,WONDERLA,EQ,252.45,250.0,255.0,250.0,252.0,251.9,252.51,22674,572543220000.0,659,11560,0.5098
2015-06-29,WONDERLA,EQ,251.9,246.0,249.45,242.0,247.0,248.05,246.34,22588,556430430000.0,1141,12619,0.5587
2015-06-30,WONDERLA,EQ,248.05,249.45,253.65,243.55,250.0,250.8,250.36,39673,993255069999.9999,1412,21575,0.5438000000000001
2015-07-01,WONDERLA,EQ,250.8,252.45,255.0,248.0,248.85,249.15,250.71,50022,1254081375000.0,2065,31416,0.628
2015-07-02,WONDERLA,EQ,249.15,252.55,252.55,250.1,250.1,250.65,251.17,19740,495818525000.0,473,14015,0.71
2015-07-03,WONDERLA,EQ,250.65,251.1,253.0,250.15,251.3,251.05,251.12,35451,890256294999.9999,1147,27627,0.7793000000000001
2015-07-06,WONDERLA,EQ,251.05,245.1,253.95,240.2,251.4,250.25,250.49,85245,2135333550000.0,1538,49598,0.5818
2015-07-07,WONDERLA,EQ,250.25,252.75,261.0,251.8,258.55,258.9,257.88,104423,2692843700000.0,3855,54085,0.5179
2015-07-08,WONDERLA,EQ,258.9,257.0,258.45,251.4,258.0,254.15,254.76,88646,2258309605000.0,3124,48372,0.5457
2015-07-09,WONDERLA,EQ,254.15,255.1,257.85,254.8,255.5,255.3,255.84,32152,822574345000.0,643,20369,0.6335000000000001
2015-07-10,WONDERLA,EQ,255.3,257.0,259.4,255.05,255.9,255.7,256.68,14813,380222480000.0,496,8992,0.6070000000000001
2015-07-13,WONDERLA,EQ,255.7,259.0,259.0,254.1,256.9,256.4,255.79,21236,543199265000.00006,781,12073,0.5685
2015-07-14,WONDERLA,EQ,256.4,252.4,268.4,252.4,265.0,264.9,263.42,161265,4248090075000.0,5228,97226,0.6029
2015-07-15,WONDERLA,EQ,264.9,266.0,270.85,263.25,266.35,267.4,267.92,68708,1840836989999.9998,1754,42416,0.6173
2015-07-16,WONDERLA,EQ,267.4,272.4,272.4,266.0,266.4,267.5,269.01,30480,819955115000.0,804,17862,0.5860000000000001
2015-07-17,WONDERLA,EQ,267.5,268.0,270.75,266.05,268.0,268.75,268.86,25277,679585810000.0,823,15415,0.6098
2015-07-20,WONDERLA,EQ,268.75,270.3,272.65,267.3,268.9,268.9,268.95,22395,602320970000.0,563,14007,0.6255
2015-07-21,WONDERLA,EQ,268.9,269.85,271.7,264.5,265.2,265.7,268.29,28544,765813430000.0,695,20058,0.7027
2015-07-22,WONDERLA,EQ,265.7,265.7,269.8,265.0,266.9,266.35,267.05,19624,524058809999.99994,578,10985,0.5598
2015-07-23,WONDERLA,EQ,266.35,268.6,270.05,258.0,263.4,262.75,265.36,38068,1010170640000.0,950,20979,0.5511
2015-07-24,WONDERLA,EQ,262.75,266.7,266.95,262.5,263.45,263.65,264.13,17193,454119980000.0,534,11650,0.6776000000000001
2015-07-27,WONDERLA,EQ,263.65,264.0,265.25,260.0,261.05,262.1,262.23,28467,746487230000.0,684,18876,0.6631
2015-07-28,WONDERLA,EQ,262.1,263.15,264.0,260.0,262.8,261.9,261.32,27401,716033035000.0,845,16560,0.6043999999999999
2015-07-29,WONDERLA,EQ,261.9,260.8,265.0,260.25,263.4,262.95,263.31,22759,599271280000.0,464,17174,0.7545999999999999
2015-07-30,WONDERLA,EQ,262.95,263.9,265.0,261.5,261.55,262.65,263.37,16918,445574775000.0,644,10572,0.6249
2015-07-31,WONDERLA,EQ,262.65,263.9,266.0,262.0,264.0,262.9,263.86,27026,713094560000.0,993,16676,0.617
2015-08-03,WONDERLA,EQ,262.9,263.15,264.75,260.25,260.75,261.85,262.05,74043,1940303410000.0002,2382,59959,0.8098000000000001
2015-08-04,WONDERLA,EQ,261.85,262.05,277.0,260.3,275.0,273.05,269.21,284199,7650883350000.0,3839,177916,0.626
2015-08-05,WONDERLA,EQ,273.05,275.05,279.9,268.95,270.5,270.3,275.16,143553,3949999285000.0,2496,67693,0.47159999999999996
2015-08-06,WONDERLA,EQ,270.3,272.85,279.0,270.05,274.0,273.5,274.14,52999,1452927410000.0,1376,25630,0.48360000000000003
2015-08-07,WONDERLA,EQ,273.5,274.0,278.0,273.3,273.5,273.85,275.01,47275,1300097290000.0,953,33201,0.7023
2015-08-10,WONDERLA,EQ,273.85,274.75,288.0,274.1,281.5,280.75,283.33,307086,8700543350000.0,6042,85883,0.2797
2015-08-11,WONDERLA,EQ,280.75,284.55,285.0,274.0,278.0,276.3,279.88,67283,1883091585000.0002,1681,38002,0.5648
2015-08-12,WONDERLA,EQ,276.3,275.0,276.85,260.1,264.0,264.3,268.91,134571,3618699379999.9995,3060,57008,0.4236
2015-08-13,WONDERLA,EQ,264.3,270.0,272.0,265.3,270.0,268.65,268.35,84906,2278419895000.0,2284,53957,0.6355
2015-08-14,WONDERLA,EQ,268.65,272.4,274.9,268.3,274.5,273.95,272.03,54420,1480383390000.0,1814,35401,0.6505
2015-08-17,WONDERLA,EQ,273.95,272.0,279.0,269.05,276.95,277.15,275.03,50956,1401443025000.0,905,39193,0.7692
2015-08-18,WONDERLA,EQ,277.15,278.0,280.45,275.0,276.5,275.9,276.31,34113,942587010000.0,642,22668,0.6645000000000001
2015-08-19,WONDERLA,EQ,275.9,275.05,278.0,271.4,276.05,276.65,275.88,36674,1011772365000.0,2247,24890,0.6787000000000001
2015-08-20,WONDERLA,EQ,276.65,279.0,279.0,273.95,275.1,274.95,274.93,57845,1590359475000.0,1121,38686,0.6688
2015-08-21,WONDERLA,EQ,274.95,272.0,272.1,262.5,268.5,270.5,268.43,51178,1373780320000.0,1574,33521,0.655
2015-08-24,WONDERLA,EQ,270.5,263.2,264.95,245.25,256.0,253.9,260.61,135304,3526125800000.0,4575,109865,0.812
2015-08-25,WONDERLA,EQ,253.9,256.55,264.75,252.05,263.8,263.15,260.42,119602,3114643075000.0,2349,95552,0.7989
2015-08-26,WONDERLA,EQ,263.15,263.0,266.5,258.0,265.6,265.05,264.11,38308,1011758960000.0,2088,25942,0.6772
2015-08-27,WONDERLA,EQ,265.05,266.05,278.0,265.55,274.0,275.75,272.88,60755,1657883760000.0,1688,44595,0.7340000000000001
2015-08-28,WONDERLA,EQ,275.75,279.9,279.9,273.15,275.75,275.75,275.97,49986,1379483700000.0,1689,29780,0.5958
2015-08-31,WONDERLA,EQ,275.75,275.0,280.05,270.6,277.0,276.05,276.4,65964,1823273614999.9998,2867,30700,0.4654
2015-09-01,WONDERLA,EQ,276.05,271.0,279.45,271.0,275.4,275.2,274.91,268513,7381702700000.0,7968,185080,0.6893000000000001
2015-09-02,WONDERLA,EQ,275.2,275.2,284.25,271.55,274.45,274.9,276.96,215403,5965746825000.0,4128,142194,0.6601
2015-09-03,WONDERLA,EQ,274.9,275.55,282.0,274.9,279.35,280.6,279.13,66115,1845454925000.0,2684,41720,0.631
2015-09-04,WONDERLA,EQ,280.6,275.5,279.0,272.95,275.2,275.2,275.58,60400,1664502520000.0,2565,33771,0.5590999999999999
2015-09-07,WONDERLA,EQ,275.2,276.0,284.9,273.15,280.05,279.35,277.38,60759,1685363225000.0,2039,38771,0.6381
2015-09-08,WONDERLA,EQ,279.35,278.6,278.6,266.5,270.6,270.4,271.08,48230,1307401270000.0,1516,29736,0.6165
2015-09-09,WONDERLA,EQ,270.4,275.9,276.0,270.2,272.0,271.4,273.22,30291,827598540000.0,1050,12481,0.41200000000000003
2015-09-10,WONDERLA,EQ,271.4,272.0,272.0,266.65,269.0,268.4,269.79,35876,967906540000.0,867,23607,0.658
2015-09-11,WONDERLA,EQ,268.4,274.0,278.0,270.1,273.0,273.85,275.2,52391,1441822785000.0,1532,28767,0.5491
2015-09-14,WONDERLA,EQ,273.85,277.0,277.0,273.05,275.0,274.85,275.22,29223,804271590000.0,817,14558,0.49820000000000003
2015-09-15,WONDERLA,EQ,274.85,276.9,278.95,272.4,277.0,277.0,276.49,31047,858423455000.0001,2640,17082,0.5502
2015-09-16,WONDERLA,EQ,277.0,280.2,283.9,272.85,272.85,277.05,277.55,50494,1401450840000.0,1866,13071,0.2589
2015-09-18,WONDERLA,EQ,277.05,279.9,279.95,272.3,273.0,274.15,276.34,26938,744393355000.0,852,15041,0.5584
2015-09-21,WONDERLA,EQ,274.15,274.15,279.9,273.3,276.75,276.4,277.69,46340,1286793510000.0,1941,9087,0.1961
2015-09-22,WONDERLA,EQ,276.4,276.2,280.8,274.4,277.1,278.1,278.01,77750,2161489139999.9998,3336,24968,0.3211
2015-09-23,WONDERLA,EQ,278.1,275.0,289.75,275.0,287.0,286.05,283.57,179749,5097156410000.0,4480,86125,0.47909999999999997
2015-09-24,WONDERLA,EQ,286.05,288.0,298.0,284.8,290.5,290.4,292.94,195905,5738899635000.0,4749,75003,0.3829
2015-09-28,WONDERLA,EQ,290.4,294.4,294.4,285.5,288.0,286.95,290.0,41428,1201401195000.0,1784,22284,0.5379
2015-09-29,WONDERLA,EQ,286.95,283.0,291.5,278.0,289.65,288.0,285.13,64806,1847833325000.0,1716,31745,0.48979999999999996
2015-09-30,WONDERLA,EQ,288.0,292.6,292.6,285.5,288.8,290.6,288.8,34467,995419185000.0,1309,20430,0.5927
2015-10-01,WONDERLA,EQ,290.6,292.0,292.95,286.0,287.0,286.5,288.25,28390,818334915000.0,672,17666,0.6223
2015-10-05,WONDERLA,EQ,286.5,289.4,291.9,284.0,286.1,285.8,286.74,42854,1228814260000.0,1422,20965,0.4892
2015-10-06,WONDERLA,EQ,285.8,287.0,292.0,285.6,288.9,289.95,289.44,52342,1514983515000.0,1963,28210,0.539
2015-10-07,WONDERLA,EQ,289.95,290.0,303.85,287.0,296.9,298.25,299.25,413980,12388167905000.0,8442,102323,0.2472
2015-10-08,WONDERLA,EQ,298.25,299.7,304.5,296.25,300.05,300.2,300.54,180463,5423558880000.0,3485,110374,0.6116
2015-10-09,WONDERLA,EQ,300.2,302.95,304.5,299.0,301.05,301.2,301.5,70855,2136305855000.0,1839,29653,0.41850000000000004
2015-10-12,WONDERLA,EQ,301.2,302.0,302.55,299.0,300.0,300.0,300.17,33686,1011153705000.0001,894,25780,0.7653
2015-10-13,WONDERLA,EQ,300.0,301.0,307.4,299.95,300.35,301.45,303.7,80790,2453562735000.0,1663,30059,0.37210000000000004
2015-10-14,WONDERLA,EQ,301.45,302.9,304.0,299.6,302.8,300.7,301.59,40343,1216712305000.0,1006,22294,0.5526
2015-10-15,WONDERLA,EQ,300.7,301.9,304.0,298.0,298.0,300.35,301.69,74354,2243162925000.0,1183,44890,0.6037
2015-10-16,WONDERLA,EQ,300.35,300.4,307.9,296.8,305.25,305.7,302.44,101017,3055121710000.0,1488,71932,0.7121
2015-10-19,WONDERLA,EQ,305.7,305.75,312.0,301.6,301.9,304.5,308.08,110206,3395261800000.0,2472,58999,0.5354
2015-10-20,WONDERLA,EQ,304.5,304.0,306.5,298.0,300.0,300.55,302.64,45651,1381603335000.0,1186,28391,0.6219
2015-10-21,WONDERLA,EQ,300.55,299.95,302.0,298.0,299.0,298.15,300.44,21536,647025010000.0,573,13060,0.6064
2015-10-23,WONDERLA,EQ,298.15,301.0,305.0,295.2,297.5,297.75,301.44,55037,1659012310000.0,1024,32101,0.5833
2015-10-26,WONDERLA,EQ,297.75,300.0,316.8,296.0,315.0,312.55,311.0,984804,30627243805000.0,17868,124019,0.1259
2015-10-27,WONDERLA,EQ,312.55,317.4,320.0,312.7,315.05,315.55,316.6,395446,12519642630000.0,8266,109980,0.2781
2015-10-28,WONDERLA,EQ,315.55,314.0,320.0,310.15,315.6,316.4,313.19,361010,11306478215000.0,4996,272251,0.7541
2015-10-29,WONDERLA,EQ,316.4,319.95,332.5,319.95,328.0,327.8,327.45,392781,12861589335000.0,6966,212887,0.542
2015-10-30,WONDERLA,EQ,327.8,330.5,334.8,323.0,323.0,324.65,329.6,151157,4982091910000.0,3440,68631,0.454
2015-11-02,WONDERLA,EQ,324.65,325.9,333.0,320.0,330.55,330.15,326.26,91385,2981509480000.0,2399,44148,0.48310000000000003
2015-11-03,WONDERLA,EQ,330.15,330.8,332.5,327.05,331.0,330.55,329.82,65748,2168505814999.9998,1417,39697,0.6038
2015-11-04,WONDERLA,EQ,330.55,330.75,333.7,327.8,330.0,330.0,329.94,44536,1469402660000.0,1040,27233,0.6115
2015-11-05,WONDERLA,EQ,330.0,329.6,332.5,329.2,330.0,330.0,330.17,65872,2174879989999.9998,1032,52292,0.7938
2015-11-06,WONDERLA,EQ,330.0,325.55,335.0,325.55,333.5,332.4,330.96,88579,2931595435000.0,1539,51300,0.5791
2015-11-09,WONDERLA,EQ,332.4,328.0,341.0,321.0,335.8,335.15,334.66,117532,3933320590000.0,2433,51759,0.4404
2015-11-10,WONDERLA,EQ,335.15,334.8,343.1,333.05,340.0,340.15,340.99,106161,3619931229999.9995,3704,57040,0.5373
2015-11-11,WONDERLA,EQ,340.15,343.95,346.0,335.1,344.7,343.65,343.3,35392,1215006785000.0,953,24433,0.6904000000000001
2015-11-13,WONDERLA,EQ,343.65,343.1,367.95,341.1,361.0,358.4,357.62,321396,11493725355000.0,7132,116457,0.36229999999999996
2015-11-16,WONDERLA,EQ,358.4,360.0,402.0,355.65,393.55,384.7,377.51,354672,13389055580000.0,7214,150556,0.42450000000000004
2015-11-17,WONDERLA,EQ,384.7,392.4,399.0,377.1,381.0,380.95,388.26,203076,7884657255000.0,5731,78578,0.38689999999999997
2015-11-18,WONDERLA,EQ,380.95,380.95,385.5,375.3,381.0,379.9,380.78,63781,2428666015000.0,1867,29584,0.46380000000000005
2015-11-19,WONDERLA,EQ,379.9,379.0,404.5,379.0,393.5,394.8,397.4,409806,16285831890000.0,9206,123895,0.3023
2015-11-20,WONDERLA,EQ,394.8,395.1,404.0,386.2,390.2,390.05,396.69,164688,6533053595000.0,4392,58378,0.35450000000000004
2015-11-23,WONDERLA,EQ,390.05,391.1,399.8,382.95,383.95,384.2,389.88,68056,2653384055000.0,2072,36439,0.5354
2015-11-24,WONDERLA,EQ,384.2,385.0,391.9,378.1,379.5,381.05,384.99,73880,2844282195000.0,1833,39991,0.5413
2015-11-26,WONDERLA,EQ,381.05,384.0,384.4,370.0,371.05,371.35,375.62,98004,3681217545000.0005,2517,56689,0.5784
2015-11-27,WONDERLA,EQ,371.35,373.95,373.95,358.05,361.5,361.8,364.41,119935,4370506525000.0,2821,66848,0.5574
2015-11-30,WONDERLA,EQ,361.8,360.8,365.6,356.95,358.7,358.8,360.87,67937,2451670755000.0,2198,32758,0.4822
2015-12-01,WONDERLA,EQ,358.8,361.0,367.85,356.05,357.1,356.6,361.0,84347,3044945365000.0,2241,42266,0.5011
2015-12-02,WONDERLA,EQ,356.6,361.9,366.95,357.0,358.5,358.55,361.29,87721,3169315085000.0,2727,29558,0.337
2015-12-03,WONDERLA,EQ,358.55,357.0,372.0,357.0,367.0,365.6,366.09,130732,4786025865000.0,3617,58487,0.4474
2015-12-04,WONDERLA,EQ,365.6,362.0,395.7,361.0,388.0,387.75,383.66,288792,11079917735000.0,7815,113290,0.3923
2015-12-07,WONDERLA,EQ,387.75,388.0,397.2,384.55,391.65,390.25,391.44,125400,4908658385000.0,5302,64853,0.5172
2015-12-08,WONDERLA,EQ,390.25,392.1,393.0,372.6,373.0,375.5,382.48,48358,1849576850000.0,1805,22547,0.46630000000000005
2015-12-09,WONDERLA,EQ,375.5,375.6,375.6,360.2,362.0,362.05,366.44,77557,2841976080000.0,2345,51725,0.6668999999999999
2015-12-10,WONDERLA,EQ,362.05,365.5,378.0,362.0,366.0,367.4,366.65,55486,2034416470000.0,2233,28467,0.513
2015-12-11,WONDERLA,EQ,367.4,372.0,382.0,368.05,370.5,373.1,375.15,82939,3111455775000.0,2122,32862,0.3962
2015-12-14,WONDERLA,EQ,373.1,370.0,376.5,366.0,370.65,368.95,372.05,35213,1310109895000.0,1180,15694,0.4457
2015-12-15,WONDERLA,EQ,368.95,370.0,374.9,367.0,367.5,368.3,370.04,34979,1294367025000.0,963,18643,0.533
2015-12-16,WONDERLA,EQ,368.3,374.5,374.5,367.0,367.95,369.05,370.69,19299,715398565000.0,792,9543,0.49450000000000005
2015-12-17,WONDERLA,EQ,369.05,372.3,381.7,369.85,377.0,377.55,375.9,85439,3211658155000.0,1837,41153,0.4817
2015-12-18,WONDERLA,EQ,377.55,379.9,394.65,377.0,381.5,381.6,387.92,218461,8474479815000.001,4925,68546,0.3138
2015-12-21,WONDERLA,EQ,381.6,385.0,393.0,383.5,390.9,390.8,389.44,86081,3352319985000.0,2067,51480,0.598
2015-12-22,WONDERLA,EQ,390.8,390.8,424.9,390.8,420.0,414.55,410.8,484629,19908558920000.0,10658,224075,0.46240000000000003
2015-12-23,WONDERLA,EQ,414.55,420.95,429.85,407.55,409.2,410.05,419.49,293202,12299404805000.0,7657,120909,0.41240000000000004
2015-12-24,WONDERLA,EQ,410.05,412.0,424.1,398.5,400.0,401.3,409.38,209457,8574840800000.0,5618,91682,0.43770000000000003
2015-12-28,WONDERLA,EQ,401.3,406.0,408.0,390.1,392.55,393.25,398.11,111359,4433260760000.0,3073,62743,0.5634
2015-12-29,WONDERLA,EQ,393.25,397.4,409.0,394.15,401.5,402.65,401.84,168635,6776491020000.0,5413,74796,0.4435
2015-12-30,WONDERLA,EQ,402.65,398.65,406.0,395.45,397.6,398.1,400.88,84677,3394571325000.0,2563,38086,0.4498
2015-12-31,WONDERLA,EQ,398.1,399.0,402.8,396.0,397.0,397.25,398.77,43860,1748988025000.0,1584,20334,0.4636
2016-01-01,WONDERLA,EQ,397.25,398.5,412.0,397.0,404.25,404.6,406.52,202800,8244155505000.0,4278,77717,0.3832
2016-01-04,WONDERLA,EQ,404.6,404.95,405.0,395.05,395.4,396.4,398.93,82133,3276515875000.0,2856,44840,0.5459
2016-01-05,WONDERLA,EQ,396.4,400.0,401.8,392.0,393.5,393.75,395.23,64360,2543718330000.0,2189,36777,0.5714
2016-01-06,WONDERLA,EQ,393.75,397.7,399.9,390.0,390.2,390.8,394.82,85886,3390938654999.9995,2579,44474,0.5178
2016-01-07,WONDERLA,EQ,390.8,390.0,390.0,379.0,380.0,381.0,382.48,83272,3184986775000.0,4662,51664,0.6204
2016-01-08,WONDERLA,EQ,381.0,387.85,394.0,381.75,391.0,391.55,389.32,65421,2546953820000.0,2248,34881,0.5332
